stock_name,stock_symbol,period,gross_profit_margin,operating_profit_margin,net_profit_margin,return_on_equity,debt_ratio,interest_coverage,current_ratio,quick_ratio,accounts_turnover,inventory_turnover,eps,book_value_per_share,date
鈦昇,8027,Q,35.13,16.85,15.42,6.74,37.19,114.51,259.3,156.75,1.08,0.55,1.69,25.4,2022-06-01 00:00:00
鈦昇,8027,Q,32.89,13.89,13.3,4.8,41.32,93.11,234.24,133.74,1.04,0.47,1.18,23.61,2022-03-01 00:00:00
久裕,4173,Q,20.79,7.92,6.64,0.94,62.28,31.9,144.96,138.28,0.93,1.76,0.23,24.83,2023-03-01 00:00:00
久裕,4173,Q,19.42,6.65,5.27,0.73,61.93,24.36,145.81,140.67,0.9,2.06,0.18,25.23,2022-12-01 00:00:00
久裕,4173,Q,21.24,7.53,6.39,0.92,62.8,25.97,146.37,140.99,0.97,2.35,0.23,24.6,2022-09-01 00:00:00
久裕,4173,Q,19.37,5.12,8.28,1.1,61.52,32.55,148.31,143.02,0.93,2.25,0.27,24.6,2022-06-01 00:00:00
久裕,4173,Q,21.15,5.78,4.79,0.68,60.37,16.58,151.24,145.04,0.95,2.3,0.16,23.92,2022-03-01 00:00:00
風青,2061,Q,7.55,-0.08,2.71,1.11,55.31,2.13,150.29,99.23,0.55,0.91,0.12,10.83,2023-03-01 00:00:00
風青,2061,Q,9.15,1.82,-16.31,-8.14,56.79,-9.66,174.91,124.27,0.7,1.2,-0.91,10.68,2022-12-01 00:00:00
風青,2061,Q,-0.24,-6.33,-7.29,-3.06,53.25,-2.28,183.87,127.11,0.65,1.07,-0.36,11.66,2022-09-01 00:00:00
風青,2061,Q,8.24,2.34,-10.87,-4.17,54.65,-5.39,183.42,126.6,0.63,1.02,-0.53,11.94,2022-06-01 00:00:00
風青,2061,Q,6.75,1.83,5.15,1.78,48.24,4.94,216.78,164.51,0.57,1.1,0.23,13.57,2022-03-01 00:00:00
風青,2061,Y,6.05,-0.07,-7.87,-13.45,56.79,-3.76,174.91,124.27,2.39,4.62,-1.57,10.68,2022-12-01 00:00:00
久裕,4173,Y,20.31,6.3,6.15,3.38,61.93,24.5,145.81,140.67,3.63,8.21,0.84,25.23,2022-12-01 00:00:00
聿新科,4161,Q,26.63,3.98,4.48,0.96,49.51,4.01,149.88,97.92,0.79,0.39,0.16,14.87,2023-03-01 00:00:00
聿新科,4161,Q,27.55,11.89,6.69,2.28,52.63,8.81,140.87,90.53,1.04,0.55,0.34,14.82,2022-12-01 00:00:00
聿新科,4161,Q,23.26,7.55,12.57,4.13,54.12,15.94,140.04,87.49,0.96,0.54,0.6,14.62,2022-09-01 00:00:00
聿新科,4161,Q,19.31,-1.41,0.45,0.1,55.35,2.96,136.15,87.06,0.59,0.43,0.02,13.91,2022-06-01 00:00:00
聿新科,4161,Q,19.47,-2.98,1.06,0.23,55.61,1.97,136.54,94.58,0.52,0.51,0.04,13.86,2022-03-01 00:00:00
晟德,4123,Q,41.96,3.6,291.98,4.9,25.26,42.82,63.6,55.32,1.64,1.39,1.67,33.99,2023-03-01 00:00:00
晟德,4123,Q,54.69,-5.09,7.36,0.09,23.56,3.92,72.68,64.66,1.61,1.3,0.03,32.37,2022-12-01 00:00:00
晟德,4123,Q,56.27,15.28,-702.52,-6.19,26.26,-81.88,84.03,79.23,1.33,1,-1.84,32.29,2022-09-01 00:00:00
晟德,4123,Q,50.65,49.39,-113.25,-1.1,23.92,-17.05,137.96,133.99,1.73,1.23,-0.36,37.97,2022-06-01 00:00:00
晟德,4123,Q,49.39,111.08,558.89,3.92,24.05,41.75,402.16,390.48,1.42,0.81,2.69,40.77,2022-03-01 00:00:00
聿新科,4161,Y,23.11,5.14,6.13,6.66,52.63,7.84,140.87,90.53,2.97,2.27,1,14.82,2022-12-01 00:00:00
欣大健康,4198,Q,-2.59,-71.03,-63.61,-15.23,59.44,-38.61,223.24,119,0.83,0.45,-1.56,6.12,2022-12-01 00:00:00
欣大健康,4198,Q,22.68,-25.85,16.48,9.27,60.39,20.59,221.72,105.55,1.21,0.58,0.63,5.84,2022-09-01 00:00:00
欣大健康,4198,Q,20.82,-28.54,-25.23,-25.83,83.05,-36.23,118.28,52.69,1.53,0.72,-1.11,0.02,2022-06-01 00:00:00
欣大健康,4198,Q,12.96,-62.21,-58.25,-42.64,80.68,-79.67,139.56,63.2,2.58,0.86,-0.41,0.25,2022-03-01 00:00:00
浩鼎,4174,Q,-1076.6,-24198.26,-23617.3,-6.73,6,-444.24,3682.6,3522.28,0.67,0.92,-1.59,19.34,2023-03-01 00:00:00
浩鼎,4174,Q,-1613.61,-126021.1,-129944.97,-10.36,7.5,-741.67,2276.44,2170.97,0.28,0.38,-2.6,20.22,2022-12-01 00:00:00
浩鼎,4174,Q,-757.77,-55849.58,-42171.53,-7.03,6.57,-427.44,3144.37,3012.68,0.56,0.43,-1.69,22.55,2022-09-01 00:00:00
浩鼎,4174,Q,-650.54,-25525.59,-22056.48,-6.32,6.76,-431.09,3256.51,3123.19,1.32,1.02,-1.5,23.09,2022-06-01 00:00:00
浩鼎,4174,Q,-925.06,-32246.95,-29749.72,-7.09,7.21,-351.35,2709.46,2618.34,0.63,1.49,-1.52,24.49,2022-03-01 00:00:00
樂威科-KY,4154,Q,9.49,-6.14,-9.85,-3.01,55.68,-4.24,101.85,66.3,1.24,0.7,-0.28,8.62,2023-03-01 00:00:00
樂威科-KY,4154,Q,-2.24,-25.74,-16.71,-4.91,56.43,-11.73,100.97,67.02,1.3,0.89,-0.45,8.88,2022-12-01 00:00:00
樂威科-KY,4154,Q,5.86,-12.81,-19.5,-5.01,54.99,-13.81,108.02,78.65,1.21,0.95,-0.45,9.06,2022-09-01 00:00:00
樂威科-KY,4154,Q,18.81,5.45,1.37,0.46,53.88,1.91,113.52,86.6,1.78,1.43,0.03,9.49,2022-06-01 00:00:00
樂威科-KY,4154,Q,12.97,-2.62,-5.46,-1.35,48.04,-5.21,121.66,97.51,1.51,1.35,-0.11,9.59,2022-03-01 00:00:00
中美實,4702,Q,8.83,0.41,1.35,0.2,20.58,4.88,189.4,126.14,3.11,16.91,0.03,16.03,2023-03-01 00:00:00
中美實,4702,Q,10.44,0.77,14.78,2.23,20.49,-24.42,195.96,117.14,3.06,12.66,0.35,16.05,2022-12-01 00:00:00
中美實,4702,Q,11.71,1.52,29.59,4.15,10.79,73.98,341.36,227.65,2.68,7.69,0.64,15.78,2022-09-01 00:00:00
中美實,4702,Q,5.94,-2.04,4.64,1.16,13.89,7.54,269.39,176.45,4.09,10.76,0.17,15.02,2022-06-01 00:00:00
中美實,4702,Q,4.61,1.47,7.92,3.18,18.37,49.11,182.23,88.07,6.21,16.08,0.47,15.13,2022-03-01 00:00:00
雙美,4728,Q,86.23,58.36,32.61,9.23,27.37,589.58,253.43,179.7,170.76,0.72,2.35,26.68,2023-03-01 00:00:00
雙美,4728,Q,85.31,44.55,31.96,9.86,26.1,724.73,277.78,181.68,245.14,0.76,2.29,24.33,2022-12-01 00:00:00
雙美,4728,Q,83.91,54.57,37.77,12.15,27.38,698.51,250.07,196.74,245.92,0.81,2.52,22.04,2022-09-01 00:00:00
雙美,4728,Q,86.31,60.73,43.18,12.48,38.97,519.18,167.72,139.4,359.32,0.71,2.55,19.45,2022-06-01 00:00:00
雙美,4728,Q,85.4,61.71,40.94,12.14,28.26,469.97,274.48,224.68,171.11,0.86,2.44,21.43,2022-03-01 00:00:00
安克,4188,Q,53.41,-148.5,-116.24,-2.38,5.17,-555.09,1585.26,1468.14,2.21,0.21,-0.2,7.82,2023-03-01 00:00:00
豪展,4735,Q,32.4,7.71,9.6,2.67,28.39,110.67,225.9,155.39,3.08,0.85,0.67,25.33,2023-03-01 00:00:00
杏國,4192,Q,54.08,-670.41,-646,-10.13,44.49,-68.36,178.58,137.3,1.97,0.09,-0.21,1.94,2023-03-01 00:00:00
智擎,4162,Q,91.9,48.17,48.34,2.08,2.36,1139.36,4885.67,4683.67,2.31,0.5,0.57,27.52,2023-03-01 00:00:00
太景*-KY,4157,Q,55.22,-933.7,-874.49,-5.34,8.39,-315.91,1363.43,1323.43,0.31,0.17,-0.07,1.28,2023-03-01 00:00:00
杏一,4175,Q,30.96,1.85,1.05,1.3,79.31,2.65,82.69,31.36,9.57,1.09,0.49,38.87,2023-03-01 00:00:00
醣聯,4168,Q,9.95,-31659.2,-29059.7,-4.11,15.6,-39.31,2036.77,1567.97,8.74,0,-0.55,12.87,2023-03-01 00:00:00
鈺緯,4153,Q,30.08,11.75,8.61,2.15,20.89,162.09,372.93,263.4,0.86,0.59,0.37,16.69,2023-03-01 00:00:00
安克,4188,Q,64.85,-162.5,-147.52,-3.82,6.15,-781.62,1315.35,1225.9,3.18,0.21,-0.38,7.98,2022-12-01 00:00:00
安克,4188,Q,55.71,-134.67,-106.46,-2.55,4.31,-503.11,2155.68,2016.82,2.39,0.27,-0.27,8.44,2022-09-01 00:00:00
安克,4188,Q,58.07,-76.14,-66.9,-2.04,4.25,-385.93,2266.81,2126.98,2.29,0.33,-0.22,8.8,2022-06-01 00:00:00
安克,4188,Q,67.55,-62.79,-48.01,-1.44,4.21,-249.67,2461.51,2306.51,2.46,0.26,-0.15,8.95,2022-03-01 00:00:00
雙美,4728,Y,85.2,54.85,38.13,45.45,26.1,578.83,277.78,181.68,495.34,3.23,9.8,24.33,2022-12-01 00:00:00
中美實,4702,Y,7.02,0.44,11.5,10.74,20.49,50.48,195.96,117.14,13.87,55.53,1.64,16.05,2022-12-01 00:00:00
馬光-KY,4139,Q,13.02,0.84,-0.82,-0.47,68.15,0.93,82.73,53.2,1.87,2.37,-0.05,10.03,2023-03-01 00:00:00
鐿鈦,4163,Q,45.57,23.34,18.26,5.23,47.97,39.92,197.94,109.86,2.61,0.38,2.51,49.16,2023-03-01 00:00:00
福永生技,4183,Q,24.94,3.18,2.66,0.78,40.27,6.82,361.81,269.21,1.29,0.79,0.1,13.06,2023-03-01 00:00:00
馬光-KY,4139,Q,17.03,6.77,-10.67,-6.91,68.52,-2.83,80.18,50.42,2.28,2.74,-0.74,10.11,2022-12-01 00:00:00
馬光-KY,4139,Q,13.36,1.04,-1.83,-0.9,66.19,0.35,78.04,50.47,1.78,2.48,-0.08,10.84,2022-09-01 00:00:00
馬光-KY,4139,Q,15.42,3.04,1.64,0.76,61.53,1.99,98.69,65.53,2.02,2.23,0.07,10.81,2022-06-01 00:00:00
馬光-KY,4139,Q,14.31,2.48,0.05,0.02,60.5,1.22,100.01,60.44,1.84,2.04,0.02,11.21,2022-03-01 00:00:00
杏國,4192,Q,61.21,-1619.04,-1604.57,-28.23,42.97,-144.96,186.58,148.8,2.84,0.11,-0.71,2.16,2022-12-01 00:00:00
杏國,4192,Q,57.34,-561.86,-682.23,-8.84,44.25,-50.24,192.05,141.33,2.81,0.11,-0.27,2.87,2022-09-01 00:00:00
杏國,4192,Q,52.73,-1385.09,-1164.62,-8.87,45.24,-53.71,191.4,148.45,1.82,0.09,-0.3,3.15,2022-06-01 00:00:00
杏國,4192,Q,55.29,-1290.96,-1260.14,-10.01,48.78,-84.94,177.27,137.59,1.92,0.09,-0.37,3.51,2022-03-01 00:00:00
訊聯基因,4160,Q,39.87,3.36,5.62,2.13,22.28,142.78,405.07,363.85,1.44,2.52,0.31,14.92,2023-03-01 00:00:00
訊聯基因,4160,Q,42.34,3.13,4.5,1.87,23.75,678.92,375.98,336.81,1.59,1.83,0.26,14.33,2022-12-01 00:00:00
松瑞藥,4167,Q,23.97,-1.76,-1.6,-0.11,21.92,-0.07,444.04,281.02,0.82,0.16,-0.01,10.56,2023-03-01 00:00:00
松瑞藥,4167,Q,11.94,-8.15,-16.05,-1.21,23.63,-11.36,398.08,250.26,0.85,0.21,-0.13,10.57,2022-12-01 00:00:00
智擎,4162,Q,92.25,31.31,33.83,1.39,2.38,1951.24,4986.33,4746.12,2.12,0.3,0.37,26.95,2022-12-01 00:00:00
太景*-KY,4157,Q,65.46,-1825.88,-2376.04,-10.98,7.35,-623.41,1849.64,1798.93,0.25,0.1,-0.16,1.35,2022-12-01 00:00:00
智擎,4162,Q,91.3,12.45,56.47,2.32,2.55,14530.43,3987.01,3786.92,2.04,0.25,0.61,26.57,2022-09-01 00:00:00
智擎,4162,Q,92.62,58.25,48.33,2.08,11.37,7449.36,876.82,833.89,2.35,0.26,0.56,25.97,2022-06-01 00:00:00
智擎,4162,Q,93.32,66.98,55.73,2.43,1.95,5310.74,5111.66,4924.19,2.97,0.59,0.68,28.1,2022-03-01 00:00:00
杏一,4175,Q,29.97,1.61,0.99,1.38,81.86,2.8,81.94,41.26,10.69,1.2,0.51,37.58,2022-12-01 00:00:00
杏一,4175,Q,31.59,2.59,2.36,3.17,79.93,5.19,78.94,29.52,10.88,1.08,1.13,36.4,2022-09-01 00:00:00
杏一,4175,Q,29.65,5.55,4.21,7,81.18,10.58,79.33,32.64,13.3,1.35,2.34,35.08,2022-06-01 00:00:00
杏一,4175,Q,31.2,2.48,1.92,2.58,81.13,4.65,76.33,29.45,9.83,1.05,0.86,34.43,2022-03-01 00:00:00
欣大健康,4198,Y,15.09,-43.44,-27.18,-44.67,59.44,-28.7,223.24,119,6.98,2.56,-3.77,6.12,2022-12-01 00:00:00
杏一,4175,Y,30.53,3.15,2.43,13.79,81.86,5.74,81.94,41.26,39.97,4.61,4.83,37.58,2022-12-01 00:00:00
豪展,4735,Q,34.36,13.4,6.61,2.05,31.89,80.65,200.61,122.26,2.72,0.81,0.52,24.79,2022-12-01 00:00:00
豪展,4735,Q,30.3,9.76,11.82,3.8,34.47,141.54,189.83,112.25,1.96,0.73,0.96,25.46,2022-09-01 00:00:00
豪展,4735,Q,28.65,11.16,6.96,2.39,35.83,143.44,178.4,92.54,2.22,0.69,0.62,25.24,2022-06-01 00:00:00
豪展,4735,Q,25.66,4.28,8.35,2.49,37.33,46,176.95,98.94,1.84,0.6,0.65,26.55,2022-03-01 00:00:00
太景*-KY,4157,Q,94.19,-113.58,56.38,0.98,7.96,68.8,1710.49,1661.08,1.78,0.07,0.02,1.5,2022-09-01 00:00:00
太景*-KY,4157,Q,72.78,-3697.24,-3816.08,-8.81,8.92,-455.91,1479.53,1441.32,1.08,0.04,-0.14,1.56,2022-06-01 00:00:00
太景*-KY,4157,Q,97.3,-726.89,-342.91,-2.7,7.44,-116.3,2046.39,1980.88,0.07,0.01,-0.05,1.68,2022-03-01 00:00:00
松瑞藥,4167,Q,12.77,-3.46,38.11,3.99,23.18,41.24,403.85,255.15,0.92,0.26,0.42,10.69,2022-09-01 00:00:00
松瑞藥,4167,Q,14.75,-0.82,-0.43,-0.05,35.44,0.66,256.13,125.52,0.83,0.23,0,10.27,2022-06-01 00:00:00
松瑞藥,4167,Q,1.2,-19.06,-17.58,-1.64,28.96,-10.75,789.25,282.27,0.69,0.23,-0.17,10.28,2022-03-01 00:00:00
樂威科-KY,4154,Y,9.37,-8.21,-9.33,-10.71,56.43,-8.17,100.97,67.02,5.76,3.81,-0.98,8.88,2022-12-01 00:00:00
鈦昇,8027,Y,34.88,12.53,12.1,15.42,44.38,38.68,468.61,238.48,4.23,1.78,3.94,26.33,2022-12-01 00:00:00
太景*-KY,4157,Y,89.69,-766.41,-654.61,-21.33,7.35,-268.05,1849.64,1798.93,0.24,0.22,-0.33,1.35,2022-12-01 00:00:00
醣聯,4168,Q,11.7,-4443.03,-4194.12,-4.73,15.8,-43.13,1603.11,1535.7,26.19,0,-0.7,13.5,2022-12-01 00:00:00
醣聯,4168,Q,71.23,-92879.45,-86198.63,-4.51,16.79,-23.13,1849.77,1766.85,0.32,0,-0.64,14.54,2022-09-01 00:00:00
醣聯,4168,Q,59.69,-397.8,-374.8,-4.27,25.62,-307.53,1233.28,1180.49,72.03,0,-0.58,13.4,2022-06-01 00:00:00
醣聯,4168,Q,35.72,-283.48,-235.73,-2.35,2.55,0,1313.24,1185.38,67.58,0,-0.33,13.61,2022-03-01 00:00:00
醣聯,4168,Y,46.43,-793.22,-730.67,-15.68,15.8,-49.44,1603.11,1535.7,151.94,0,-2.21,13.5,2022-12-01 00:00:00
福永生技,4183,Q,20.6,-0.28,2.55,0.87,41.57,-1.03,336.59,251.38,1.17,0.88,0.11,12.96,2022-12-01 00:00:00
豪展,4735,Y,29.71,9.7,8.42,10.86,31.89,87.96,200.61,122.26,10.18,3.03,2.75,24.79,2022-12-01 00:00:00
鈺緯,4153,Q,34.03,17.51,7.35,2.16,18.82,459.35,416.21,275.12,1.09,0.58,0.37,17.32,2022-12-01 00:00:00
鈺緯,4153,Q,29.16,8.75,9.58,2.3,15.41,219.23,495.33,287.73,0.93,0.47,0.39,16.98,2022-09-01 00:00:00
鈺緯,4153,Q,25.3,5.99,1.55,0.36,17.41,5224,434.71,247.35,0.91,0.46,0.06,16.57,2022-06-01 00:00:00
鈺緯,4153,Q,20.67,-0.53,0.96,0.19,15.5,2425,483.26,261.56,0.88,0.42,0.03,16.87,2022-03-01 00:00:00
杏國,4192,Y,57.3,-1207.5,-1189.8,-54.53,42.97,-82.08,186.58,148.8,8.52,0.39,-1.64,2.16,2022-12-01 00:00:00
訊聯基因,4160,Q,44.81,4.56,5.91,2.39,25.59,993.3,347.93,280.52,1.54,1.27,0.32,13.65,2022-09-01 00:00:00
訊聯基因,4160,Q,36.65,0.12,0.72,0.3,26.58,78.45,333.28,267.47,1.48,1.66,0.04,13.38,2022-06-01 00:00:00
訊聯基因,4160,Q,41.53,6.82,7.74,3.36,26.17,213.3,336.53,280.5,1.64,1.56,0.44,13.43,2022-03-01 00:00:00
安克,4188,Y,61.73,-104.33,-88.18,-9.89,6.15,-463.47,1315.35,1225.9,11.98,1.06,-1.01,7.98,2022-12-01 00:00:00
鐿鈦,4163,Q,43.57,16.35,8.16,2.42,50.48,18.47,181.19,103.09,2.3,0.38,1.13,46.68,2022-12-01 00:00:00
鐿鈦,4163,Q,42.06,20.26,27.76,8.88,49.93,67.28,187.12,100.03,2.38,0.4,3.89,45.5,2022-09-01 00:00:00
鐿鈦,4163,Q,37.64,13.14,16.65,4.7,51.17,40.61,229.92,119.06,2.37,0.38,1.99,41.35,2022-06-01 00:00:00
鐿鈦,4163,Q,36.76,12.55,16.13,4.18,48.53,39.58,239.08,120.64,2.23,0.37,1.73,41.72,2022-03-01 00:00:00
鈺緯,4153,Y,28.04,8.94,5.23,4.96,18.82,337.53,416.21,275.12,4.02,2.03,0.85,17.32,2022-12-01 00:00:00
鐿鈦,4163,Y,40.31,15.88,17.31,19.93,50.48,40.99,181.19,103.09,9.62,1.61,8.75,46.68,2022-12-01 00:00:00
福永生技,4183,Q,25.21,8.79,10.42,5.12,43.64,36.32,306.57,218.82,1.72,0.93,0.64,12.83,2022-09-01 00:00:00
智擎,4162,Y,92.41,43.21,48.72,8.16,2.38,5097.95,4986.33,4746.12,11.32,2.5,2.22,26.95,2022-12-01 00:00:00
訊聯基因,4160,Y,41.33,3.68,4.74,7.79,23.75,314.15,375.98,336.81,6.21,7.06,1.06,14.33,2022-12-01 00:00:00
福永生技,4183,Q,25.65,5.26,4.93,1.67,50.06,12.9,231.56,152.56,1.66,0.61,0.21,12.19,2022-06-01 00:00:00
福永生技,4183,Q,20.71,-1.63,2.23,0.84,48.41,7.07,248.66,178.18,1.49,0.93,0.11,12.68,2022-03-01 00:00:00
晟德,4123,Y,52.92,37.01,-74.98,-2.85,23.56,-6.12,72.68,64.66,5.31,3.81,0.17,32.37,2022-12-01 00:00:00
浩鼎,4174,Y,-852.13,-45059.69,-40316.79,-37.96,7.5,-479.47,2276.44,2170.97,1.71,2.84,-7.27,20.22,2022-12-01 00:00:00
福永生技,4183,Y,23.18,3.46,5.47,8.35,41.57,13.87,336.59,251.38,5.15,4.24,1.07,12.96,2022-12-01 00:00:00
馬光-KY,4139,Y,15.18,3.59,-3.35,-6.98,68.52,-0.13,80.18,50.42,7.34,9.4,-0.73,10.11,2022-12-01 00:00:00
松瑞藥,4167,Y,10.35,-7.45,2.87,1.09,23.63,3.31,398.08,250.26,3.24,0.97,0.11,10.57,2022-12-01 00:00:00
進階,3118,Q,34.78,10.87,11.39,2.98,32.52,248.16,268.21,228.7,1.24,1.15,0.51,17.22,2023-03-01 00:00:00
進階,3118,Q,30.48,11.19,9.42,3.24,33.25,261.84,261.52,229.45,1.7,1.66,0.53,16.71,2022-12-01 00:00:00
進階,3118,Q,35.07,8.96,9.46,2.59,30.57,189.13,283.79,243.31,1.37,1.16,0.41,16.16,2022-09-01 00:00:00
進階,3118,Q,35.37,13.04,11.1,3.16,37.03,240.11,233.97,202.71,1.53,1.29,0.52,15.75,2022-06-01 00:00:00
進階,3118,Q,37.28,10.25,9.41,1.99,30.86,156.92,283.65,247.37,1.26,1.13,0.34,17.13,2022-03-01 00:00:00
泓瀚,4741,Q,28.13,9.05,7.65,1.42,22.55,25.47,230.95,179.9,1.39,1.07,0.54,26.96,2023-03-01 00:00:00
泓瀚,4741,Q,27.56,7.28,3.79,0.76,20.12,32.02,258.43,197.11,1.3,1.07,0.35,27.82,2022-12-01 00:00:00
泓瀚,4741,Q,24.7,6.63,8.88,1.94,19.35,68.75,262.38,187.97,1.62,1.12,0.61,27.48,2022-09-01 00:00:00
泓瀚,4741,Q,22.62,1.75,2.82,0.48,21.59,27.27,230.52,163.98,1.34,0.84,0.23,26.85,2022-06-01 00:00:00
泓瀚,4741,Q,23.06,4.39,8.25,1.67,23.04,55.51,215.12,152.62,1.35,1.06,0.49,26.62,2022-03-01 00:00:00
泓瀚,4741,Y,24.58,5.2,6.13,4.82,20.12,46.11,258.43,197.11,5.07,4.54,1.68,27.82,2022-12-01 00:00:00
進階,3118,Y,34.16,10.94,9.86,10.75,33.25,211.22,261.52,229.45,5.53,6.01,1.8,16.71,2022-12-01 00:00:00
寶利徠,1813,Q,1.69,-20.59,1.05,0.12,30.42,-0.44,147.97,100.68,0.84,0.55,0.08,17,2023-03-01 00:00:00
寶利徠,1813,Q,-38.35,-61.71,-55.4,-5.19,27.76,-30.72,168.86,111.09,0.7,0.6,-0.83,17.41,2022-12-01 00:00:00
寶利徠,1813,Q,2.36,-21.14,17.18,1.88,29.55,14.36,174.77,111.84,0.82,0.46,0.41,18.08,2022-09-01 00:00:00
寶利徠,1813,Q,1.18,-20.53,6.19,0.73,31.54,7.71,164.91,108.63,0.88,0.5,0.24,17.6,2022-06-01 00:00:00
寶利徠,1813,Q,4.97,-17.64,12.8,1.38,31.16,14.61,159.85,102.75,0.81,0.45,0.32,17.82,2022-03-01 00:00:00
寶利徠,1813,Y,-6.15,-28.9,-2.7,-1.18,27.76,-2.38,168.86,111.09,3.37,2.22,0.14,17.41,2022-12-01 00:00:00
精華,1565,Q,25.98,17.49,14.4,2.71,29.21,65.05,216.85,147.02,1.61,0.64,3.23,114.09,2023-03-01 00:00:00
精華,1565,Q,30.01,21.06,15.6,2.9,24.5,99.53,277.56,189.4,1.68,0.62,3.55,124.32,2022-12-01 00:00:00
精華,1565,Q,29.15,21.02,23.46,5.1,23.28,161.09,290.12,193.55,1.81,0.74,5.99,120.37,2022-09-01 00:00:00
精華,1565,Q,29.44,21.36,19.73,4.29,32.19,121.61,202.18,145.89,1.68,0.75,4.8,114.24,2022-06-01 00:00:00
精華,1565,Q,29.34,22.23,22.04,5.16,34.55,143.68,185.4,136.57,1.62,0.83,5.88,109.4,2022-03-01 00:00:00
精華,1565,Y,29.47,21.44,20.37,16.65,24.5,131.86,277.56,189.4,6.48,2.82,20.21,124.32,2022-12-01 00:00:00
高端疫苗,6547,Q,0,0,0,-4.31,31.03,-21.9,2638.67,2148.58,0,0,-0.65,14.66,2023-03-01 00:00:00
高端疫苗,6547,Q,-1769.47,-2929.21,-3021.99,-13.33,31.56,-75.11,1537.71,1247.85,0.11,0.69,-2.22,15.33,2022-12-01 00:00:00
高端疫苗,6547,Q,98.04,-17752.05,-14768.77,-5.33,28.08,-31.94,2185.13,1583.15,0.01,0,-0.95,17.49,2022-09-01 00:00:00
高端疫苗,6547,Q,-38.21,-2526.45,-2446.14,-5.89,28.98,-48.19,1412.08,1059.65,0.06,0.03,-1.44,26.68,2022-06-01 00:00:00
高端疫苗,6547,Q,64.31,-46.38,-42.97,-3.03,12.08,-76.17,971.88,643.39,1.38,0.2,-0.66,21.53,2022-03-01 00:00:00
生泰,1777,Q,41.42,30.35,24.51,3.03,24.49,66.23,251.37,188.75,2.01,0.43,1.47,47.79,2023-03-01 00:00:00
生泰,1777,Q,39.98,24.59,9.39,1.07,20.87,16.05,316.54,244.18,1.91,0.44,1.77,49.32,2022-12-01 00:00:00
高端疫苗,6547,Y,-58.24,-420.85,-403.95,-30.39,31.56,-53.84,1537.71,1247.85,1.47,1.04,-4.56,15.33,2022-12-01 00:00:00
生泰,1777,Q,41.73,29.14,45.7,8.4,27.9,126.01,255.35,211.65,2.99,0.72,2.54,48.66,2022-09-01 00:00:00
生泰,1777,Q,39.36,30.03,28.1,2.5,28.35,54.32,265.21,221.36,1.83,0.35,1.21,46.17,2022-06-01 00:00:00
生泰,1777,Q,23.79,9.01,27.84,2.71,27.18,54.76,281.08,234,2.28,0.47,1.36,46.6,2022-03-01 00:00:00
生泰,1777,Y,37.31,24.15,29.94,14.12,20.87,61.01,316.54,244.18,9.29,1.83,6.62,49.32,2022-12-01 00:00:00
永昕,4726,Q,-75.3,-118.76,-174.12,-8.06,32.48,-33.86,247.07,170.98,2.02,1.01,-1.17,13.97,2023-03-01 00:00:00
永昕,4726,Q,-33.17,-89.23,-93.19,-7.26,30.26,-21.65,303.09,222.63,1.92,1.1,-1.1,15.13,2022-12-01 00:00:00
永昕,4726,Q,-46.54,-102.47,-108.61,-9.24,44.44,-27.92,148.38,78.15,1.68,1.04,-1.12,11.76,2022-09-01 00:00:00
永昕,4726,Q,-35.05,-81.12,-76.8,-6.19,43.3,-39.2,151.19,47.49,2.48,0.96,-0.76,11.84,2022-06-01 00:00:00
永昕,4726,Q,34.82,7.07,8.12,0.95,43.53,11.28,128.66,61.06,2.28,0.78,0.12,12.56,2022-03-01 00:00:00
永昕,4726,Y,-15.52,-60.77,-61.95,-18.1,30.26,-23.11,303.09,222.63,7.34,4.03,-2.74,15.13,2022-12-01 00:00:00
達爾膚,6523,Q,73.09,44.9,37.18,6.73,18.66,1361.23,542.23,499.68,1.68,0.61,2.27,33.55,2023-03-01 00:00:00
達爾膚,6523,Q,73.38,42.75,34.03,6.13,14.26,1109.53,738.91,683.66,2.12,0.58,2.1,33.94,2022-12-01 00:00:00
達爾膚,6523,Q,71.26,36.76,36.33,5.27,15.61,777.02,602.29,548.97,2.05,0.5,1.81,34.67,2022-09-01 00:00:00
達爾膚,6523,Q,68.3,34.54,31.69,3.4,16.56,506.74,581.02,538.29,1.21,0.49,1.17,34.2,2022-06-01 00:00:00
達爾膚,6523,Q,69.93,44.12,43.08,7.19,17.03,894.17,575.47,539.81,1.54,0.72,2.46,34.4,2022-03-01 00:00:00
達爾膚,6523,Y,71,40.21,36.68,22.19,14.26,807.24,738.91,683.66,6.86,2.33,7.55,33.94,2022-12-01 00:00:00
明達醫,6527,Q,30.68,16.15,13,3.42,22.29,144.46,309.62,161.2,1.28,0.54,1.14,33.94,2023-03-01 00:00:00
明達醫,6527,Q,34.02,18.51,13.22,3.99,23.43,163.57,290.25,161.52,1.52,0.58,1.28,32.8,2022-12-01 00:00:00
明達醫,6527,Q,34.44,17.24,17.05,4.83,25.46,184.08,261.93,140.71,1.53,0.53,1.5,31.72,2022-09-01 00:00:00
明達醫,6527,Q,30.69,13.14,12.29,3.64,27.09,127.75,240.24,133.03,1.93,0.6,1.11,30.22,2022-06-01 00:00:00
明達醫,6527,Q,32.18,12.59,16.04,3.02,22.05,104.64,296.7,150.44,1.34,0.42,0.92,31.05,2022-03-01 00:00:00
